PG.ProteinAccessions	PG.Genes	PG.ProteinDescriptions	PG.ProteinNames	[1] ZHW_20260422_D1.raw.PG.Quantity	[2] ZHW_20260422_D2.raw.PG.Quantity	[3] ZHW_20260422_D3.raw.PG.Quantity	[4] ZHW_20260422_Q1.raw.PG.Quantity	[5] ZHW_20260422_Q2.raw.PG.Quantity	[6] ZHW_20260422_Q3.raw.PG.Quantity	[7] ZHW_20260422_S1.raw.PG.Quantity	[8] ZHW_20260422_S2.raw.PG.Quantity	[9] ZHW_20260422_S3.raw.PG.Quantity	[10] ZHW_20260422_P1.raw.PG.Quantity	[11] ZHW_20260422_P2.raw.PG.Quantity	[12] ZHW_20260422_P3.raw.PG.Quantity	[13] ZHW_20260422_W1.raw.PG.Quantity	[14] ZHW_20260422_W2.raw.PG.Quantity	[15] ZHW_20260422_W3.raw.PG.Quantity	[16] ZHW_20260422_N1.raw.PG.Quantity	[17] ZHW_20260422_N2.raw.PG.Quantity	[18] ZHW_20260422_N3.raw.PG.Quantity
O15033	AREL1	Apoptosis-resistant E3 ubiquitin protein ligase 1	AREL1_HUMAN	179.2494659423828	160.72958374023438	428.5241394042969	59.244266510009766	160.1185760498047	NaN	NaN	433.19329833984375	450.2127685546875	NaN	201.53199768066406	NaN	94.1719741821289	208.16583251953125	195.26458740234375	NaN	NaN	NaN
O15037	KHNYN	Protein KHNYN	KHNYN_HUMAN	416.2220153808594	179.12271118164062	265.5343322753906	NaN	79.49108123779297	NaN	237.56228637695312	538.9607543945312	598.6934204101562	72.68669128417969	303.58624267578125	154.73876953125	135.85812377929688	238.97377014160156	45.783775329589844	NaN	NaN	NaN
O15040	TECPR2	Tectonin beta-propeller repeat-containing protein 2	TCPR2_HUMAN	965.6160278320312	607.1972045898438	1046.8438720703125	159.92384338378906	720.858642578125	521.787841796875	1144.92822265625	1124.8394775390625	1049.4383544921875	226.6027374267578	471.067626953125	244.33172607421875	307.39227294921875	698.4054565429688	290.6493835449219	35.57088088989258	121.91978454589844	22.454050064086914
O15042	U2SURP	U2 snRNP-associated SURP motif-containing protein	SR140_HUMAN	11105.9990234375	6618.806640625	12911.923828125	1556.619140625	6844.7275390625	9157.4482421875	10823.25390625	14909.3525390625	18471.28515625	1748.24609375	3935.69873046875	1547.3887939453125	1281.556640625	3347.51220703125	1322.2462158203125	2264.14990234375	5674.4033203125	655.3153076171875
O15047	SETD1A	Histone-lysine N-methyltransferase SETD1A	SET1A_HUMAN	121.06915283203125	72.63550567626953	364.62371826171875	NaN	53.37736892700195	NaN	313.1867370605469	562.004638671875	504.3738098144531	77.5127182006836	41.54286575317383	32.48845291137695	NaN	66.78842163085938	NaN	NaN	70.64443969726562	NaN
O15049	N4BP3	NEDD4-binding protein 3	N4BP3_HUMAN	252.38450622558594	135.67428588867188	228.35337829589844	NaN	70.298828125	535.9031982421875	405.715087890625	357.7510986328125	788.0880737304688	179.8576202392578	718.8938598632812	396.53997802734375	200.2457733154297	570.7561645507812	153.43252563476562	NaN	44.4252815246582	NaN
O15050	TRANK1	TPR and ankyrin repeat-containing protein 1	TRNK1_HUMAN	335.2381286621094	28.460994720458984	183.0753631591797	NaN	71.01887512207031	NaN	121.94397735595703	392.4877014160156	252.18539428710938	NaN	102.5357666015625	NaN	NaN	37.02681350708008	39.33683776855469	8.544034957885742	NaN	NaN
O15056	SYNJ2	Synaptojanin-2	SYNJ2_HUMAN	840.7398681640625	368.350341796875	555.3631591796875	NaN	207.47230529785156	106.40216064453125	874.2567138671875	1099.44580078125	2094.2958984375	244.57513427734375	937.3312377929688	341.5191650390625	234.38380432128906	691.509521484375	310.32763671875	32.31084442138672	86.89952850341797	12.219219207763672
O15061	SYNM	Synemin	SYNEM_HUMAN	635.2194213867188	355.017578125	547.419189453125	152.434814453125	416.3778076171875	268.6777038574219	1045.119384765625	2026.9200439453125	2605.72412109375	335.7532043457031	2418.947265625	631.907470703125	293.6950988769531	532.4771118164062	242.5340118408203	34.307395935058594	53.79035568237305	NaN
O15063	GARRE1	Granule associated Rac and RHOG effector protein 1	GRRE1_HUMAN	1277.10205078125	612.4157104492188	768.5215454101562	37.93893814086914	211.37005615234375	NaN	1288.94775390625	4240.28369140625	4020.39599609375	423.80364990234375	1515.2264404296875	532.6593017578125	790.4281616210938	1221.1202392578125	678.3943481445312	NaN	NaN	9.4374418258667
O15066	KIF3B	Kinesin-like protein KIF3B	KIF3B_HUMAN	88.04761505126953	166.0915985107422	165.85491943359375	8.942805290222168	113.68904876708984	60.948341369628906	240.9473419189453	291.2998352050781	556.587890625	40.210792541503906	150.13363647460938	27.496835708618164	34.758644104003906	174.95396423339844	NaN	14.031717300415039	11.704728126525879	NaN
O15067	PFAS	Phosphoribosylformylglycinamidine synthase	PUR4_HUMAN	11561.2080078125	6623.53759765625	12512.294921875	446.0945739746094	2085.80322265625	1679.2139892578125	15868.1982421875	22477.017578125	35774.56640625	1029.177978515625	2935.40380859375	1165.9171142578125	1370.218505859375	1853.9141845703125	1331.264404296875	142.85134887695312	304.16302490234375	95.6729507446289
O15068	MCF2L	Guanine nucleotide exchange factor DBS	MCF2L_HUMAN	NaN	109.19115447998047	203.25079345703125	NaN	NaN	NaN	NaN	393.634765625	571.1337890625	NaN	253.9271697998047	81.6200180053711	40.28813552856445	162.4703826904297	51.065452575683594	44.212703704833984	37.8734130859375	NaN
O15078	CEP290	Centrosomal protein of 290 kDa	CE290_HUMAN	650.1046752929688	394.125	448.61566162109375	150.39913940429688	336.20050048828125	258.3072509765625	972.6266479492188	1380.86962890625	1153.5	242.03564453125	1026.630126953125	173.76516723632812	218.0279083251953	637.154541015625	398.0972900390625	NaN	269.834716796875	82.32513427734375
O15084	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	ANR28_HUMAN	1161.727783203125	770.6900634765625	1223.4344482421875	158.08392333984375	967.0859985351562	772.6776733398438	949.0543823242188	1906.231689453125	2375.282958984375	55.58437728881836	334.69317626953125	96.56420135498047	313.3422546386719	203.7549591064453	78.24675750732422	45.26094436645508	205.89602661132812	44.37784194946289
O15085	ARHGEF11	Rho guanine nucleotide exchange factor 11	ARHGB_HUMAN	599.246826171875	315.0542907714844	718.5211181640625	67.84109497070312	444.6976623535156	592.1673583984375	552.5991821289062	1201.639892578125	1267.94580078125	52.210391998291016	288.1379089355469	102.02014923095703	NaN	171.81541442871094	99.36131286621094	NaN	68.57923126220703	NaN
O15091	PRORP	Mitochondrial ribonuclease P catalytic subunit	MRPP3_HUMAN	3049.02099609375	1409.980712890625	2371.3134765625	121.42704010009766	284.54608154296875	258.3287048339844	2618.267578125	2832.632568359375	6451.3779296875	508.5646667480469	1645.090576171875	495.2933349609375	491.75628662109375	1268.62060546875	768.4862060546875	NaN	139.02774047851562	NaN
O15111	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	IKKA_HUMAN	2611.64990234375	1227.31689453125	1757.200439453125	331.89385986328125	859.592041015625	368.54901123046875	1993.9617919921875	1957.06884765625	4426.99853515625	314.70965576171875	1039.2022705078125	245.6387481689453	310.8683776855469	890.5162353515625	466.6943359375	100.42707824707031	137.07369995117188	NaN
O15116	LSM1	U6 snRNA-associated Sm-like protein LSm1	LSM1_HUMAN	1596.4759521484375	836.763427734375	1571.92333984375	NaN	918.7110595703125	NaN	1067.6416015625	3670.546630859375	1365.09375	NaN	183.37579345703125	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O15118	NPC1	NPC intracellular cholesterol transporter 1	NPC1_HUMAN	9419.302734375	5906.271484375	9826.5068359375	1441.80126953125	6895.32373046875	5600.29833984375	6250.8173828125	13394.5615234375	11159.330078125	403.1898193359375	1485.5911865234375	566.1885375976562	561.978515625	1196.7796630859375	617.5846557617188	294.2029724121094	464.2248840332031	218.6108856201172
O15120	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	PLCB_HUMAN	2991.297119140625	1712.9644775390625	2191.762939453125	504.8227844238281	1375.270263671875	721.1377563476562	2040.427734375	3495.99169921875	2588.338623046875	289.4882507324219	1328.180908203125	432.81878662109375	669.5679931640625	928.8290405273438	598.1957397460938	75.19902801513672	236.456787109375	26.835987091064453
O15121	DEGS1	Sphingolipid delta(4)-desaturase DES1	DEGS1_HUMAN	1336.678466796875	653.7545166015625	1027.3662109375	NaN	203.96702575683594	NaN	1527.88427734375	3893.37744140625	3554.599365234375	56.76285171508789	1117.4876708984375	197.6884307861328	203.27174377441406	974.5011596679688	344.9126281738281	NaN	NaN	NaN
O15126	SCAMP1	Secretory carrier-associated membrane protein 1	SCAM1_HUMAN	1573.125732421875	962.9486083984375	912.7363891601562	95.77556610107422	463.6376953125	525.7389526367188	1335.950927734375	4807.30224609375	2797.28125	830.7974243164062	1224.8370361328125	724.8776245117188	1397.0125732421875	2200.489990234375	595.846923828125	20.241390228271484	NaN	NaN
O15127	SCAMP2	Secretory carrier-associated membrane protein 2	SCAM2_HUMAN	960.5008544921875	736.6510009765625	1233.6002197265625	NaN	NaN	NaN	1382.9708251953125	3323.49609375	2061.08642578125	37.89392852783203	150.0884246826172	46.39105224609375	51.084651947021484	NaN	81.3911361694336	NaN	NaN	NaN
O15131	KPNA5	Importin subunit alpha-6	IMA6_HUMAN	225.0255584716797	149.92791748046875	NaN	NaN	NaN	NaN	228.09886169433594	NaN	223.0721435546875	13.059106826782227	81.15470123291016	15.756897926330566	69.4004898071289	95.69786071777344	36.57419204711914	NaN	NaN	NaN
O15143	ARPC1B	Actin-related protein 2/3 complex subunit 1B	ARC1B_HUMAN	8637.826171875	5899.26904296875	7868.90625	813.769287109375	5109.7451171875	4636.30810546875	7293.73876953125	13152.9765625	13599.8876953125	676.7495727539062	1783.5516357421875	824.8005981445312	977.2467041015625	1580.4549560546875	944.9168701171875	533.1495971679688	622.8471069335938	106.47045135498047
O15144	ARPC2	Actin-related protein 2/3 complex subunit 2	ARPC2_HUMAN	13553.8837890625	8075.69384765625	12835.68359375	1385.2005615234375	7651.2412109375	6512.3828125	10394.705078125	27168.94921875	9645.787109375	692.0846557617188	1655.4468994140625	876.2942504882812	969.586669921875	1319.25439453125	916.6613159179688	567.5593872070312	1138.45068359375	271.4545593261719
O15145	ARPC3	Actin-related protein 2/3 complex subunit 3	ARPC3_HUMAN	9408.294921875	6304.00146484375	10124.09375	986.2055053710938	5352.978515625	7253.34521484375	6763.55322265625	13828.34765625	6564.4169921875	452.57440185546875	1548.47412109375	576.1597290039062	442.8647766113281	498.4476013183594	323.0235290527344	254.75927734375	247.0312042236328	224.71783447265625
O15155	BET1	BET1 homolog	BET1_HUMAN	735.39306640625	606.89111328125	606.0977783203125	390.2313232421875	1086.9329833984375	172.64498901367188	1049.80517578125	2865.161376953125	1657.4063720703125	696.7847290039062	1759.2998046875	1174.8768310546875	639.596435546875	1595.159912109375	587.1913452148438	NaN	122.36964416503906	NaN
O15156	ZBTB7B	Zinc finger and BTB domain-containing protein 7B	ZBT7B_HUMAN	199.33404541015625	120.08151245117188	159.22564697265625	46.489078521728516	187.9598388671875	119.75669860839844	169.39979553222656	429.30352783203125	302.520751953125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O15160	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	RPAC1_HUMAN	6388.93701171875	4331.3505859375	7597.58154296875	890.8063354492188	4904.740234375	5538.33154296875	8094.2734375	9702.5439453125	16433.056640625	584.6534423828125	2524.653564453125	577.983154296875	757.0913696289062	1218.2989501953125	900.4969482421875	375.751708984375	657.6112060546875	122.8741683959961
O15162	PLSCR1	Phospholipid scramblase 1	PLS1_HUMAN	1620.397216796875	905.2625732421875	1970.2803955078125	224.0236053466797	1413.9993896484375	986.5147094726562	1952.1033935546875	3618.0048828125	1887.6585693359375	190.5377197265625	337.67352294921875	361.91644287109375	486.7869873046875	656.9827880859375	302.95721435546875	96.95380401611328	116.43792724609375	19.286008834838867
O15164	TRIM24	Transcription intermediary factor 1-alpha	TIF1A_HUMAN	540.7522583007812	347.201171875	386.16302490234375	46.4692497253418	141.5409698486328	NaN	725.0112915039062	1119.175537109375	2738.862060546875	129.416015625	462.7811279296875	186.7220001220703	126.23474884033203	291.7358093261719	146.85214233398438	91.09489440917969	116.09866333007812	NaN
O15173	PGRMC2	Membrane-associated progesterone receptor component 2	PGRC2_HUMAN	8277.841796875	4558.25927734375	8925.607421875	592.701904296875	2021.14990234375	1997.12744140625	5641.83251953125	17103.685546875	5785.14599609375	331.8782043457031	729.748291015625	341.46539306640625	479.5295104980469	380.8556213378906	367.4925842285156	51.12944030761719	143.78834533691406	23.828882217407227
O15212	PFDN6	Prefoldin subunit 6	PFD6_HUMAN	1066.3197021484375	781.8601684570312	1945.593017578125	452.9358215332031	1379.341064453125	1360.422607421875	998.6375122070312	2930.769287109375	895.6121826171875	87.3122787475586	139.49301147460938	133.08038330078125	113.40901947021484	71.46869659423828	26.011613845825195	62.12713623046875	168.94552612304688	60.45463943481445
O15213	WDR46	WD repeat-containing protein 46	WDR46_HUMAN	2925.677978515625	1549.0693359375	2806.550537109375	540.7473754882812	1523.1982421875	899.1416015625	3290.7392578125	3603.75634765625	8220.9423828125	576.8613891601562	2076.05322265625	712.4957885742188	723.20166015625	1374.478271484375	680.7234497070312	292.4187927246094	645.2540893554688	41.80315017700195
O15226	NKRF	NF-kappa-B-repressing factor	NKRF_HUMAN	4055.58984375	1922.69482421875	2986.914794921875	722.9393310546875	2049.048583984375	975.8317260742188	5393.828125	4705.94677734375	9133.3037109375	1123.5228271484375	3120.471923828125	1047.6048583984375	1367.084228515625	2488.287841796875	1531.345458984375	508.4724426269531	1922.1822509765625	140.9595947265625
O15228	GNPAT	Dihydroxyacetone phosphate acyltransferase	GNPAT_HUMAN	1581.577880859375	931.0545654296875	1673.9342041015625	211.7834930419922	1067.048828125	792.0445556640625	1161.0264892578125	2354.555908203125	3029.046142578125	130.87841796875	261.926025390625	152.02166748046875	165.05755615234375	293.009033203125	115.71233367919922	74.06543731689453	83.2252197265625	NaN
O15230	LAMA5	Laminin subunit alpha-5	LAMA5_HUMAN	1915.109619140625	1194.479248046875	1754.0240478515625	469.0606384277344	1355.9805908203125	1285.258544921875	1431.8074951171875	2623.44482421875	2998.6298828125	127.06285858154297	383.2189025878906	106.16847229003906	125.13839721679688	373.650634765625	358.25933837890625	111.191650390625	290.811767578125	8.727349281311035
O15231	ZNF185	Zinc finger protein 185	ZN185_HUMAN	157.231689453125	49.35836410522461	NaN	NaN	104.5506820678711	75.43414306640625	650.571044921875	920.6437377929688	1313.323974609375	394.9398498535156	1030.4412841796875	569.0169067382812	311.3491516113281	536.10888671875	153.91253662109375	NaN	82.76456451416016	NaN
O15234	CASC3	Protein CASC3	CASC3_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	63.382320404052734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.139484405517578	60.38249206542969	24.270736694335938
O15235	MRPS12	Small ribosomal subunit protein uS12m	RT12_HUMAN	2366.4599609375	1185.38134765625	1601.75244140625	313.7601013183594	1020.0831298828125	427.4597473144531	1689.947509765625	3091.567138671875	1808.701904296875	462.9617004394531	991.7754516601562	537.6165771484375	471.4288330078125	935.10693359375	414.66485595703125	125.2478256225586	365.65545654296875	NaN
O15243	LEPROT	Leptin receptor gene-related protein	OBRG_HUMAN	164.6859588623047	60.72831344604492	87.69136047363281	NaN	70.48780059814453	30.702909469604492	332.21917724609375	194.7787322998047	351.63385009765625	NaN	62.668357849121094	NaN	61.20848083496094	63.44886016845703	NaN	15.501387596130371	57.30002212524414	28.7215576171875
O15258	RER1	Protein RER1	RER1_HUMAN	10544.1171875	5983.91357421875	9553.75	844.5408325195312	8561.908203125	5275.21337890625	9085.3330078125	15874.3642578125	26580.58203125	1734.2294921875	4172.12939453125	1781.4730224609375	2400.249267578125	5174.4638671875	1947.516357421875	837.1719360351562	1045.5498046875	230.85244750976562
O15260	SURF4	Surfeit locus protein 4	SURF4_HUMAN	28162.580078125	15655.39453125	26216.666015625	830.642333984375	6091.49365234375	4721.0712890625	19503.30078125	34228.7578125	51542.83203125	5543.18408203125	16538.65625	4790.630859375	5656.89306640625	12685.2861328125	6680.17919921875	345.5333557128906	1166.12646484375	235.9676513671875
O15269	SPTLC1	Serine palmitoyltransferase 1	SPTC1_HUMAN	2156.715087890625	1496.3067626953125	2131.316162109375	474.6325378417969	1584.7994384765625	1425.9415283203125	2605.700439453125	2247.289794921875	4947.95166015625	371.2156066894531	1343.1500244140625	367.35296630859375	340.3472595214844	866.9443359375	508.6619567871094	99.9221420288086	175.06861877441406	41.525794982910156
O15270	SPTLC2	Serine palmitoyltransferase 2	SPTC2_HUMAN	4052.109619140625	2491.441650390625	4729.35791015625	868.4827270507812	2251.956298828125	2002.6973876953125	4052.3291015625	3936.917236328125	9632.2197265625	378.2368469238281	1403.7572021484375	483.9577331542969	474.9391784667969	1095.5013427734375	698.1953735351562	258.0718994140625	359.7615661621094	93.53229522705078
O15287	FANCG	Fanconi anemia group G protein	FANCG_HUMAN	567.1065063476562	240.62095642089844	544.3480834960938	64.53141784667969	293.626953125	127.89630889892578	552.3140869140625	631.48974609375	1101.26171875	66.77798461914062	353.6101379394531	82.55159759521484	68.04653930664062	250.7379608154297	147.68267822265625	30.037843704223633	78.88160705566406	NaN
O15294	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	OGT1_HUMAN	4900.2001953125	2734.155517578125	5652.2119140625	499.7162780761719	2175.172119140625	2183.727783203125	4590.861328125	7717.0849609375	10082.3251953125	304.6982421875	970.9534301757812	345.62445068359375	308.2833251953125	488.3199157714844	356.07525634765625	109.61004638671875	281.7472839355469	33.490562438964844
O15305	PMM2	Phosphomannomutase 2	PMM2_HUMAN	4769.14453125	2382.05126953125	2782.88623046875	264.9071350097656	927.0233764648438	442.89288330078125	5527.513671875	13866.3447265625	5006.70751953125	888.9644775390625	2420.83203125	1000.51708984375	1079.793701171875	1830.8575439453125	963.158203125	34.574462890625	154.06097412109375	NaN
O15315	RAD51B	DNA repair protein RAD51 homolog 2	RA51B_HUMAN	349.9177551269531	686.435302734375	727.19287109375	44.70237731933594	NaN	NaN	572.93310546875	1079.236083984375	138.9845733642578	109.6037368774414	245.63865661621094	NaN	NaN	296.19219970703125	136.6479949951172	NaN	20.09425926208496	NaN
O15318	POLR3G	DNA-directed RNA polymerase III subunit RPC7	RPC7_HUMAN	4072.259033203125	2301.206298828125	3731.40869140625	630.783935546875	1605.4501953125	867.2788696289062	2899.417724609375	4748.15771484375	4910.77099609375	289.665283203125	1489.065673828125	634.7647094726562	505.0538024902344	1236.09033203125	1261.5897216796875	143.5818634033203	NaN	NaN
O15321	TM9SF1	Transmembrane 9 superfamily member 1	TM9S1_HUMAN	1210.2259521484375	780.6454467773438	1355.25	151.0845947265625	595.0458374023438	718.137451171875	965.8121337890625	1759.9185791015625	2560.0947265625	50.54288101196289	125.86460876464844	59.34123229980469	63.599143981933594	227.1763153076172	122.77872467041016	45.448307037353516	32.90996170043945	NaN
O15344	MID1	E3 ubiquitin-protein ligase Midline-1	TRI18_HUMAN	995.87890625	470.4239501953125	869.3722534179688	56.27547073364258	304.91851806640625	311.40936279296875	1194.52783203125	1603.611083984375	2395.59912109375	97.32743835449219	359.06317138671875	163.80628967285156	184.95066833496094	270.5609436035156	177.62123107910156	NaN	72.2728271484375	NaN
O15347	HMGB3	High mobility group protein B3	HMGB3_HUMAN	5386.3916015625	2817.4404296875	5674.19091796875	261.631103515625	1414.18603515625	803.9679565429688	4923.46728515625	11473.5341796875	4778.646484375	227.50572204589844	598.1988525390625	298.868408203125	253.4248046875	181.63072204589844	153.95550537109375	136.0231170654297	535.236083984375	61.91791915893555
O15355	PPM1G	Protein phosphatase 1G	PPM1G_HUMAN	1904.052734375	1147.0509033203125	1799.4112548828125	189.43695068359375	1059.9476318359375	391.839111328125	6415.337890625	6512.041015625	9125.8046875	178.4176025390625	819.780517578125	306.6427001953125	344.3569641113281	478.16424560546875	152.3137969970703	315.0086669921875	1042.5733642578125	94.72428894042969
O15357	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	SHIP2_HUMAN	3879.827392578125	2323.162109375	4219.66455078125	371.44677734375	2143.427490234375	1599.2099609375	4580.8447265625	6150.9345703125	9874.9345703125	561.9846801757812	1746.61865234375	640.2443237304688	735.4039916992188	1777.8172607421875	1006.6087036132812	94.05887603759766	486.2539367675781	50.32965850830078
O15360	FANCA	Fanconi anemia group A protein	FANCA_HUMAN	688.4888916015625	393.80645751953125	775.0848999023438	164.20599365234375	421.9563903808594	383.2220153808594	573.82568359375	797.5206298828125	949.26171875	68.51193237304688	216.2706298828125	98.71235656738281	74.86930084228516	209.9478759765625	147.25930786132812	43.45027160644531	102.08799743652344	NaN
O15371	EIF3D	Eukaryotic translation initiation factor 3 subunit D	EIF3D_HUMAN	12697.482421875	8566.701171875	14596.3095703125	1682.185791015625	9267.0087890625	10321.43359375	14804.0234375	15544.2275390625	39683.73046875	952.6536865234375	3631.958740234375	1442.21142578125	1592.4342041015625	2320.21484375	1648.8427734375	420.27276611328125	457.6443176269531	169.5030517578125
O15372	EIF3H	Eukaryotic translation initiation factor 3 subunit H	EIF3H_HUMAN	3647.37158203125	1832.5255126953125	3177.412353515625	689.9114379882812	2154.761962890625	2223.70849609375	3243.5908203125	10441.2080078125	10165.64453125	982.9638061523438	2247.4287109375	1360.810791015625	1403.364501953125	1489.981689453125	991.57421875	430.3892517089844	1140.657958984375	149.25096130371094
O15379	HDAC3	Histone deacetylase 3	HDAC3_HUMAN	886.9113159179688	542.362548828125	844.3914794921875	75.4390640258789	410.4652404785156	316.3165283203125	911.611328125	1045.8616943359375	2187.964111328125	23.85663604736328	195.37136840820312	83.64151763916016	NaN	85.91023254394531	116.94754791259766	56.40620040893555	289.9008483886719	32.13312530517578
O15381	NVL	Nuclear valosin-containing protein-like	NVL_HUMAN	579.3457641601562	309.80975341796875	568.4490356445312	68.95984649658203	222.69503784179688	70.24763488769531	1172.8792724609375	1217.8739013671875	2505.949462890625	104.76100158691406	393.50396728515625	116.23603820800781	130.66650390625	270.2860412597656	132.05516052246094	132.60247802734375	227.67779541015625	NaN
O15382	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	BCAT2_HUMAN	4896.7080078125	3300.180419921875	7604.49072265625	590.5501098632812	4394.31982421875	6329.3017578125	4835.798828125	7366.310546875	10061.7939453125	183.1370391845703	663.8607788085938	231.832763671875	287.57757568359375	440.9053649902344	316.16107177734375	248.68736267089844	NaN	NaN
O15392	BIRC5	Baculoviral IAP repeat-containing protein 5	BIRC5_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	108.08291625976562	681.964111328125	300.5130920410156	NaN	22.575210571289062	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O15397	IPO8	Importin-8	IPO8_HUMAN	3165.960205078125	2028.5712890625	3033.773193359375	439.524658203125	1548.497802734375	1369.74072265625	2537.35498046875	4849.337890625	5351.94287109375	439.4972229003906	1240.0860595703125	382.5912170410156	519.2384033203125	1270.1016845703125	697.2581787109375	170.097412109375	599.5624389648438	60.45510482788086
O15400	STX7	Syntaxin-7	STX7_HUMAN	312.7307434082031	222.37722778320312	218.21987915039062	NaN	219.5710906982422	85.72297668457031	983.73779296875	2150.356201171875	999.7682495117188	186.84815979003906	387.1762390136719	369.66937255859375	381.46923828125	334.38677978515625	155.53897094726562	NaN	NaN	NaN
O15403	SLC16A6	Monocarboxylate transporter 7	MOT7_HUMAN	1361.5037841796875	976.4945068359375	923.076171875	168.4903564453125	444.2640686035156	376.03717041015625	1333.5775146484375	1833.5924072265625	2287.880126953125	275.0127258300781	533.36962890625	215.75970458984375	204.22666931152344	394.04754638671875	337.04608154296875	18.72748565673828	95.96077728271484	NaN
O15427	SLC16A3	Monocarboxylate transporter 4	MOT4_HUMAN	28468.54296875	19795.318359375	26049.6328125	3999.281982421875	16936.234375	12117.70703125	23781.974609375	31287.2265625	40770.6953125	3060.11767578125	9647.912109375	3729.7841796875	6060.94677734375	12523.0986328125	6930.86962890625	1552.890380859375	2572.821533203125	407.02764892578125
O15431	SLC31A1	High affinity copper uptake protein 1	COPT1_HUMAN	478.6664733886719	560.2188720703125	427.50164794921875	24.102872848510742	495.99383544921875	306.70782470703125	569.8208618164062	1102.201416015625	1449.001708984375	99.46798706054688	240.93553161621094	115.64119720458984	56.14516830444336	322.2871398925781	146.08465576171875	NaN	32.13138198852539	NaN
O15438	ABCC3	ATP-binding cassette sub-family C member 3	MRP3_HUMAN	375.6460876464844	188.1363067626953	264.9591064453125	158.18606567382812	202.74220275878906	206.11448669433594	273.49652099609375	1106.8575439453125	828.8562622070312	NaN	156.4860382080078	NaN	135.27642822265625	198.96099853515625	NaN	58.3534049987793	27.52544403076172	NaN
O15439	ABCC4	ATP-binding cassette sub-family C member 4	MRP4_HUMAN	1976.0911865234375	1076.1148681640625	1721.36572265625	203.93734741210938	806.3070678710938	613.149169921875	1283.5914306640625	2979.225341796875	2404.97802734375	118.24688720703125	442.0948486328125	173.5233917236328	191.4813232421875	425.0687561035156	243.78900146484375	30.968292236328125	133.64138793945312	16.536958694458008
O15440	ABCC5	ATP-binding cassette sub-family C member 5	MRP5_HUMAN	1063.4429931640625	782.8618774414062	798.6447143554688	153.357421875	583.3344116210938	404.2873229980469	819.372314453125	1916.843505859375	1977.0472412109375	197.63308715820312	546.173828125	166.6428985595703	324.7831726074219	361.0435485839844	272.907958984375	36.419639587402344	NaN	NaN
O15446	POLR1G	DNA-directed RNA polymerase I subunit RPA34	RPA34_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	477.8221740722656	1763.0726318359375	808.0408325195312	NaN	85.3698501586914	NaN	NaN	461.2900390625	NaN	NaN	NaN	NaN
O15455	TLR3	Toll-like receptor 3	TLR3_HUMAN	NaN	91.72525024414062	67.01367950439453	NaN	41.92832946777344	53.73977279663086	NaN	NaN	125.18043518066406	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O15460	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	P4HA2_HUMAN	1870.550048828125	1126.2257080078125	2154.772216796875	151.84962463378906	511.70501708984375	368.2254943847656	3216.902587890625	3441.73681640625	9265.27734375	306.82244873046875	1449.341552734375	373.80303955078125	418.0030212402344	900.4449462890625	401.1431579589844	121.9841079711914	116.70059204101562	NaN
O15498	YKT6	Synaptobrevin homolog YKT6	YKT6_HUMAN	6779.18408203125	5085.33642578125	7505.53466796875	1335.009033203125	5901.1640625	4672.37451171875	6090.927734375	14467.373046875	11095.74609375	1456.83740234375	2245.7509765625	1699.7559814453125	2870.453369140625	3762.481201171875	1583.875244140625	619.2959594726562	1080.6527099609375	212.3290252685547
O15504	NUP42	Nucleoporin NUP42	NUP42_HUMAN	1143.400634765625	952.0562133789062	1164.538330078125	729.674072265625	915.2854614257812	456.2081298828125	1053.7667236328125	9467.580078125	12646.1044921875	1130.081298828125	2822.782958984375	2086.8212890625	2962.01416015625	3993.7724609375	1416.5579833984375	67.94522857666016	176.62716674804688	NaN
O15511	ARPC5	Actin-related protein 2/3 complex subunit 5	ARPC5_HUMAN	5477.14306640625	2616.28564453125	5032.97412109375	461.71063232421875	3725.91796875	4101.69140625	3390.789306640625	9812.8994140625	3995.874755859375	589.9356689453125	1077.859619140625	618.1716918945312	339.6788330078125	595.6875610351562	441.32476806640625	105.6274642944336	355.75787353515625	288.50457763671875
